,content,sentiment,Proc_Tweet
8217,keeping 5th generation dynast out pmship the biggest way which shri modi sir has contributed strengthening democracy whistled dog and all quote tweeting ,0.0,keep th generation dynasty ship big way mode sir contribute strengthen democracy whistle dog quote meeting
8218,please one choice modi,0.0,please one choice mode
8219,guide set welcome voice startup jennie vice president russian modi modi ,1.0,guide set welcome voice start jenny vice president russian mode mode
8220,time has come support modi govt ,0.0,time come support mode get
8221,imposes ban the release the narendra modi biopic ,0.0,imposes ban release narendra mode topic
8222,you have limited brain capacity you can only modi japa,-1.0,limited brain capacity mode papa
8223,why did you ask the same question when modi announced six thousands for every farmer hurt its blood for others its just sauce,0.0,ask question mode announce six thousand every farmer hurt blood others sauce
8224,because highlights modis failure and dont think failed last yrs,-1.0,highlight mode failure dont think fail last yes
8225,lets not allow modi till gives our lakhs ,0.0,let allow mode till give lake
8226,cong likely move defer release ‘ narendra modi’ ,0.0,cong likely move defer release narendra mode
8227,and modi his loudspeakers say election commission doing its job perfectly ,1.0,mode loudspeaker say election commission job perfectly
8228,absolutely would have they stand gain immensely from that association does modi and maddy agreed hed have done the same btw,1.0,absolutely would stand gain immensely association mode muddy agree do bow
8229,modi has fulfilled all his promises deserves second term for sure people should not buy the lies gandhis anymore vote for development vote for modi ,1.0,mode fulfil promise deserve second term sure people buy lie gandhi anymore vote development vote mode
8230,what abt hindu girls 1415yrs old kidnapped for playing holi raped converted and married older guys been nonsense and ruthless just hate modi what kind level you wanna reach sorry not hindu you are devil ,-1.0,hindu girl 1415yrs old kidnap play hold rapid convert married old gun nonsense ruthless hate mode kind level anna reach sorry hindu devil
8231,modi had made hollow promises jobs women security and other issues now when are bringing scheme you are trying find lapses congress ,-1.0,mode make hollow promise job woman security issue bring scheme try find lapse congress
8232,modi made brand ambassador for swatch bharat mission should feel great for that when our country addressing some issues with respect profession all know that those are genuine things hopefully icai will take serious actions againsts those issues,1.0,mode make brand ambassador watch hart mission feel great country address issue respect profession know genuine thing hopefully ici take serious action issue
8233,think that too generous them modi has historic mandate and followed that with minor tinkering congress era schemes today’ redistribution and socialism are the fruits that approach,-1.0,think generous mode historic mandate follow minor fingering congress era scheme today redistribution socialism fruit approach
8234,you are defending swamy pay attention what happens around you swamy tried engineer liquidity crisis just get back jaitely was behind verma the cbi fiasco have sources which tell only pretends like modi because can’ afford modi’ enemity,-1.0,defend sway pay attention happen around sway tried engineer liquidity crisis get back lately behind vera chi frisco source tell pretend like mode afford mode enmity
8235,trust leader matters immensely when narendra modi gives 6000 farmers everyone knows hes doing lift them when rahul promises 72000 people especially the population know that only for votes,0.0,trust leader matter immensely narendra mode give 600 farmer everyone know lift paul promise 7200 people especially population know vote
8236,neohindu middle class that combines livelihood the ‘modern’ professions and commitment technology has emerged and grown selfconfidence right wrong why modi appeals both techies and the 131 cas who took 108 economists ,-1.0,neohindu middle class combine livelihood modern profession commitment technology emerge grown selfconfidence right wrong mode appeal echo 131 take 108 economist
8237,because they dont want remove modi photo only for election period अबकी ा ़ि े ोी सरका।,0.0,dont want remove mode photo election period
