,content,sentiment,Proc_Tweet
3255,HAPPY BDAY MIDAWGDARNIZLLE  i love you a long time happy  thanks for being my best friend forever and attempting to travel on the road,1,happy day midawgdarnizlle I love long time happy thanks best friend forever attempt travel road
3256,Fri or Thu? I'm going to the Friday showing :D,1,fro I go friday showing
3257,I was thinking about how I don't want to go to school and I'm suddenkyfeeling good happy,1,I think I want go school I suddenkyfeeling good happy
3258,no i don%27t :)),1,I
3259,tonight 7pm,1,tonight pm
3260,A Treaty could provide security/ tech for culture development happy,1,treaty could provide security teach culture development happy
3261,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,1,thanks recent follow happy connect happy great thursday get
3262,more goodies spotted! :D,1,body spot
3263,Another great day out in Westhoughton,1,another great day westhoughton
3264, delivering the Conservative message of strong  stable leadership. happy,1,deliver conservative message strong stable leadership happy
3265,morning happy,1,morning happy
3266,I had that down south and had no issues,1,I south issue
3267, going to see what's about and speak to people that live near to me and see what they use happy,1,go see speak people live near see use happy
3268,I've been trying to bank sleep all week happy  I doubt I'll be able to sleep Friday or Saturday night,1,I try bank sleep week happy I doubt I able sleep friday saturday night
3269,,1,
3270,i understand....i do silly shit like that to make my friends smile happy,1,I understand I silly shit like make friend smile happy
3271,Well,1,well
3272, I guess it's a good thing then to bring it right to the foreground and put it right in their face,1,I guess good thing bring right foreground put right face
3273,thanks for the recent follow. Much appreciated happy   Want this,1,thanks recent follow much appreciate happy want
3274,you know what i think? you look exceptional for a new Mum,1,know I think look exceptional new sum
3275, my tum is still like that 20yrs on. happy,1,tm still like 20yrs happy
3276,Who is the Prime Minster of Pakistan ? Nawaz Sharif Hahahahah happy  SorryUncle,1,prime minister parisian away sharp hahahahah happy sorryuncle
3277,Sure is happy,1,sure happy
3278,Agreed! I feel like I've skipped too many css/design fundamentals. I'm spending the next couple of,1,agree I feel like I skip many iss design fundamental I spend next couple
3279,Hey thanks for being top new followers this week! Much appreciated happy,1,hey thanks top new follower week much appreciate happy
3280,It will be at random on twitch happy,1,random twitch happy
3281,Good morning every one,1,good morning every one
3282, Order what ever you want to eat through our website.May you all have a great day happy,1,order ever want eat webster may great day happy
3283,thanks for the recent follow. Much appreciated happy  Get this,1,thanks recent follow much appreciate happy get
3284,That would be a great trick happy,1,would great trick happy
3285,OMG I'M SO HAPPY!!  new video about ma bigbang babies happy,1,org I happy new video bigbang baby happy
3286,happy birthday ! happy  hope you have a good one,1,happy birthday happy hope good one
3287,because you are one happy,1,one happy
3288,Totoo po? Waaahhh may heart!!! Heart everywhere happy  love it,1,take po watch may heart heart everywhere happy love
3289,Good morning every one,1,good morning every one
3290, Order what ever you want to eat through our website.May you all have a great day happy,1,order ever want eat webster may great day happy
3291,Thank you so much sir happy  please watch the film and call me happy,1,thank much sir happy please watch film call happy
3292,thanks! happy,1,thanks happy
3293,happy  Me too I hope,1,happy I hope
3294,they are real subs and here's the link for the video happy,1,real sob link video happy
3295,Opening sentences of happy,1,open sentence happy
3296,rt for 50 ffs-rt pinned tweet!!-be patient -legiiiiiiit-no saved accounts happy,1,50 ff pin sweet patient legion save amount happy
3297,Thanks for being top engaged community members this week happy  Want this ?,1,thanks top engage community member week happy want
3298,Jem did the Dark Star Orianna splash with assistance from Alex! :D She's done lots of splash updates,1,jem dark star orianna splash assistance flex do lot splash update
3299, check her AS:,1,check
3300,Gippy Grewal  will be online on Twitter at 3 PM,1,gipsy great online twitter 3 pm
3301, just type and ask anything you like happy  aa jao for,1,type ask anything like happy jaw
3302,Hi guys! :)We're looking for to  bartenders/mixologists to work with us at an upcoming event. DM us,1,hi gun look bartender mixologist work us come event us
3303,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3304,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3305,Physics will have 80 formulas to memorize Ha.ha.ha happy,1,physic 80 formula memory ha ha ha happy
3306,i'm grateful to my mom for giving birth to me and not abort me crying with joy,1,I grateful mon give birth abort cry joy
3307,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3308,You nailed it!!!!! Brought tears to my eyes,1,fail brought tear eye
3309, i got goosebumps ,1,I get goosebump
3310, beautiful set ,1,beautiful set
3311,  the perfect dress,1,perfect dress
3312,  and totally of,1,totally
3313,Ah awesome! Pixel art stuff by any chance? happy,1,ah awesome fix art stuff chance happy
3314,Share the love you're top engaged community members this week! Much Appreciated happy,1,share love top engage community member week much appreciate happy
3315,Please,1,please
3316, please! Watch the AFL Anzac Game on Tuesday! It's a VERY big tradition here and you'll love the sport! happy,1,please watch anna game tuesday big tradition love sport happy
3317,Another day! Good morning!! It's April 20,1,another day good morning april 20
3318, 2017 at 07:00AM!! kamusta? don't forget to eat your breakfast guys! happy,1,2017 07 kamusta forget eat breakfast gun happy
3319,yess crying with joy,1,yes cry joy
3320,Home run !!!! And yes Charlie is at the game happy,1,home run yes charlie game happy
3321,You say VUCA,1,say
3322, I say TUNA happy,1,I say tune happy
3323,Thanks for the recent follow Happy to connect happy  have a great Thursday. (Want this? It's FREE!,1,thanks recent follow happy connect happy great thursday want free
3324,where ? happy,1,happy
3325,Good morning every one,1,good morning every one
3326, Order what ever you want to eat through our website.May you all have a great day happy,1,order ever want eat webster may great day happy
3327,HAPPY 16th BIRTHDAY TO MY BFF! I may only be 15 and a half but I'll have you to take me places happy  have a great birt,1,happy birthday I may 15 half I take place happy great bit
3328,thank you happy,1,thank happy
3329,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,1,thanks recent follow happy connect happy great thursday want
3330,Good morning every one,1,good morning every one
3331, Order what ever you want to eat through our website.May you all have a great day happy,1,order ever want eat webster may great day happy
3332,Nice,1,nice
3333, congratulations to both of you. happy,1,congratulation happy
3334,I had all and then most of you,1,I
3335, some and now none of you crying with joy,1,none cry joy
3336,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this ?,1,thanks recent follow happy connect happy great thursday want
3337,Here's me being brutally respectable in a suit... enjoy happy  contrast so you appreciate mo,1,brutally respectable suit enjoy happy contrast appreciate mo
3338,If you're a CHAMPION,1,champion
3339, let me know!  :-)(I'M A CHAMPION!!!!!)Elder Lenore A. ArtisMinistries...,1,let know I champion elder artisministries
3340,Great songs happy  Who are your favourtie member? x,1,great song happy favourite member x
3341,Thanks for the recent follow Happy to connect happy  (Want this? It's FREE!,1,thanks recent follow happy connect happy want free
3342,Charge to experience muna happy,1,charge experience man happy
3343,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,1,superstar thanks much kind word look forward see soon muddy smile
3344,.Thanks so much for the RT,1,thanks much
3345, and have yourself a groovy Thursday!  happy,1,groove thursday happy
3346,Stats for the day have arrived. to  new followers and NO unfollowers happy  via,1,state day arrive new follower follower happy via
3347,In Melbourne please happy,1,melbourne please happy
3348,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,1,thanks recent follow happy connect happy great thursday get
3349,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3350,That would be a great trick happy,1,would great trick happy
3351,i have a goal today happy  i%27m going to accomplish it,1,I goal today happy I go accomplish
3352,Kids versus Legends crying with joy,1,kiss versus legends cry joy
3353,happy birthday nimesh!!! happy,1,happy birthday time happy
3354,good morning,1,good morning
3355, Mike. Blessings to you. happy,1,mike blessing happy
3356,Thank you happy,1,thank happy
3357,FACIALS happy,1,facial happy
3358,I'll keep you awake happy,1,I keep awake happy
3359,Hello everyone,1,hello everyone
3360, have a great Thursday! Looking forward to reading your tweets happy  Want this ?,1,great thursday look forward read sweet happy want
3361,if josie,1,jose
3362, val and reggie had more screentime riverdale wouldn't be half as bad as it is happy,1,val regain screentime riverdale would half bad happy
